IDS_PROPITEM_TXT_000000	Default
IDS_PROPITEM_TXT_008512	Vagrant Set (M)
IDS_PROPITEM_TXT_008513	Erfreut dich an einer Menge an ausgewählten Items für Vagranten(Mann)
IDS_PROPITEM_TXT_008514	Vagrant Set (F)
IDS_PROPITEM_TXT_008515	Erfreut dich an einer Menge an ausgewählten Items für Vagranten(Frau)
IDS_PROPITEM_TXT_008516	Sailor Blue Set (F) (30 Tage)
IDS_PROPITEM_TXT_008517	Sailor Blue Set für Frauen, nur 30 Tage verfügbar.
IDS_PROPITEM_TXT_008518	Navy Blue Set (M) (30 Tage)
IDS_PROPITEM_TXT_008519	Navy Blue Set für Männer, nur 30 Tage verfügbar.
IDS_PROPITEM_TXT_008520	Luky Fortrin Mask Box (7 Tage)
IDS_PROPITEM_TXT_008521	Du kannst mit Glück eine Fortrin Maske (7 Tage) erhalten. Dieser Maske erhöht deine STR um 5. Hält 7 Tage.
IDS_PROPITEM_TXT_008522	Luky Bluenine Mask Box (7 Tage)
IDS_PROPITEM_TXT_008523	Du kannst mit Glück eine Bluenine Maske (7 Tage) erhalten. Dieser Maske erhöht deine STR um 5. Hält 7 Tage.
IDS_PROPITEM_TXT_008524	Lucky Fucat Mask Box (7 Tage)
IDS_PROPITEM_TXT_008525	Du kannst mit Glück eine Fucat Maske (7 Tage) erhalten. Dieser Maske erhöht deine STR um 5. Hält 7 Tage.
IDS_PROPITEM_TXT_008526	Lucky Ball Mask Box (7 Tage)
IDS_PROPITEM_TXT_008527	Du kannst mit Glück eine Ball Maske (7 Tage) erhalten. Dieser Maske erhöht deine STR um 5. Hält 7 Tage.
IDS_PROPITEM_TXT_008528	Blue Balloon
IDS_PROPITEM_TXT_008529	Dieser Ballon erhöht die DEF für 3 Tage um 100.
IDS_PROPITEM_TXT_008530	Yellow Balloon
IDS_PROPITEM_TXT_008531	Schöner Ballon der die HP um 150 erhöht.
IDS_PROPITEM_TXT_008532	Firecracker Box
IDS_PROPITEM_TXT_008533	Enthält sechs verschiedene Feuerwerkskörper.
IDS_PROPITEM_TXT_008534	Guardian Sword @
IDS_PROPITEM_TXT_008535	
IDS_PROPITEM_TXT_008536	Guardian Big Sword @
IDS_PROPITEM_TXT_008537	
IDS_PROPITEM_TXT_008538	Guardian Axe @
IDS_PROPITEM_TXT_008539	
IDS_PROPITEM_TXT_008540	Guardian Ambidextrous Axe @
IDS_PROPITEM_TXT_008541	
IDS_PROPITEM_TXT_008542	Guardian Knuckle @
IDS_PROPITEM_TXT_008543	
IDS_PROPITEM_TXT_008544	Guardian Stick @
IDS_PROPITEM_TXT_008545	
IDS_PROPITEM_TXT_008546	Guardian Wand @
IDS_PROPITEM_TXT_008547	
IDS_PROPITEM_TXT_008548	Guardian Staff @
IDS_PROPITEM_TXT_008549	
IDS_PROPITEM_TXT_008550	Guardian Bow @
IDS_PROPITEM_TXT_008551	
IDS_PROPITEM_TXT_008552	Guardian Yoyo @
IDS_PROPITEM_TXT_008553	
IDS_PROPITEM_TXT_008554	Historic Sword @
IDS_PROPITEM_TXT_008555	
IDS_PROPITEM_TXT_008556	Historic Big Sword @
IDS_PROPITEM_TXT_008557	
IDS_PROPITEM_TXT_008558	Historic Axe @
IDS_PROPITEM_TXT_008559	
IDS_PROPITEM_TXT_008560	Historic Ambidextrous Axe @
IDS_PROPITEM_TXT_008561	
IDS_PROPITEM_TXT_008562	Historic Knuckle @
IDS_PROPITEM_TXT_008563	
IDS_PROPITEM_TXT_008564	Historic Stick @
IDS_PROPITEM_TXT_008565	
IDS_PROPITEM_TXT_008566	Historic Wand @
IDS_PROPITEM_TXT_008567	
IDS_PROPITEM_TXT_008568	Historic Staff @
IDS_PROPITEM_TXT_008569	
IDS_PROPITEM_TXT_008570	Historic Bow @
IDS_PROPITEM_TXT_008571	
IDS_PROPITEM_TXT_008572	Historic Yoyo @
IDS_PROPITEM_TXT_008573	
IDS_PROPITEM_TXT_008574	Angels Sword @
IDS_PROPITEM_TXT_008575	
IDS_PROPITEM_TXT_008576	Angels Big Sword @
IDS_PROPITEM_TXT_008577	
IDS_PROPITEM_TXT_008578	Angels Axe @
IDS_PROPITEM_TXT_008579	
IDS_PROPITEM_TXT_008580	Angels Ambidextrous Axe @
IDS_PROPITEM_TXT_008581	
IDS_PROPITEM_TXT_008582	Angels Knuckle @
IDS_PROPITEM_TXT_008583	
IDS_PROPITEM_TXT_008584	Angels Stick @
IDS_PROPITEM_TXT_008585	
IDS_PROPITEM_TXT_008586	Angels Wand @
IDS_PROPITEM_TXT_008587	
IDS_PROPITEM_TXT_008588	Angels Staff @
IDS_PROPITEM_TXT_008589	
IDS_PROPITEM_TXT_008590	Angels Bow @
IDS_PROPITEM_TXT_008591	
IDS_PROPITEM_TXT_008592	Angels Yoyo @
IDS_PROPITEM_TXT_008593	
IDS_PROPITEM_TXT_008594	Legendary Golden Sword @
IDS_PROPITEM_TXT_008595	
IDS_PROPITEM_TXT_008596	Legendary Golden Big Sword @
IDS_PROPITEM_TXT_008597	
IDS_PROPITEM_TXT_008598	Legendary Golden Axe @
IDS_PROPITEM_TXT_008599	
IDS_PROPITEM_TXT_008600	Legendary Big Golden Axe @
IDS_PROPITEM_TXT_008601	
IDS_PROPITEM_TXT_008602	Legendary Golden Knuckle @
IDS_PROPITEM_TXT_008603	
IDS_PROPITEM_TXT_008604	Legendary Golden Stick @
IDS_PROPITEM_TXT_008605	
IDS_PROPITEM_TXT_008606	Legendary Golden Wand @
IDS_PROPITEM_TXT_008607	
IDS_PROPITEM_TXT_008608	Legendary Golden Staff @
IDS_PROPITEM_TXT_008609	
IDS_PROPITEM_TXT_008610	Legendary Golden Bow @
IDS_PROPITEM_TXT_008611	
IDS_PROPITEM_TXT_008612	Legendary Golden Yoyo @
IDS_PROPITEM_TXT_008613	
IDS_PROPITEM_TXT_008614	Bloody Sword @
IDS_PROPITEM_TXT_008615	
IDS_PROPITEM_TXT_008616	Bloody Slayer @
IDS_PROPITEM_TXT_008617	
IDS_PROPITEM_TXT_008618	Bloody Axe @
IDS_PROPITEM_TXT_008619	
IDS_PROPITEM_TXT_008620	Bloody Two-hand Axe @
IDS_PROPITEM_TXT_008621	
IDS_PROPITEM_TXT_008622	Bloody Knuckle @
IDS_PROPITEM_TXT_008623	
IDS_PROPITEM_TXT_008624	Bloody Stick @
IDS_PROPITEM_TXT_008625	
IDS_PROPITEM_TXT_008626	Bloody Wand @
IDS_PROPITEM_TXT_008627	
IDS_PROPITEM_TXT_008628	Bloody Staff @
IDS_PROPITEM_TXT_008629	
IDS_PROPITEM_TXT_008630	Bloody Bow @
IDS_PROPITEM_TXT_008631	
IDS_PROPITEM_TXT_008632	Bloody Yoyo @
IDS_PROPITEM_TXT_008633	
IDS_PROPITEM_TXT_008634	Coffee
IDS_PROPITEM_TXT_008635	
IDS_PROPITEM_TXT_008636	Creamer
IDS_PROPITEM_TXT_008637	
IDS_PROPITEM_TXT_008638	Sugar
IDS_PROPITEM_TXT_008639	
IDS_PROPITEM_TXT_008640	Morning Coffee Box
IDS_PROPITEM_TXT_008641	Eine Auswahl der besten Kaffees sorgt für wache Köpfe beim Leveln in der Früh.
IDS_PROPITEM_TXT_008642	Black Coffee
IDS_PROPITEM_TXT_008643	Der Klassiker gewährt euch für 30 Minuten +30 Verteidigung.
IDS_PROPITEM_TXT_008644	Intense Coffee
IDS_PROPITEM_TXT_008645	Dieser äußerst starke Kaffee gewährt euch für 30 Minuten +5% kritische Trefferrate.
IDS_PROPITEM_TXT_008646	White Coffee
IDS_PROPITEM_TXT_008647	Dieser cremig, süße Kaffee gewährt euch für 30 Minuten +5% Angriffsgeschwindigkeit.
IDS_PROPITEM_TXT_008648	Lucky Sylia Hoverbike Box (Europa)
IDS_PROPITEM_TXT_008649	Wenn du Glück hast, kannst du aus der Box ein Sylia Hoverbike erhalten.
IDS_PROPITEM_TXT_008650	Makeover Box
IDS_PROPITEM_TXT_008651	
IDS_PROPITEM_TXT_008652	Dragon Heart
IDS_PROPITEM_TXT_008653	
IDS_PROPITEM_TXT_008654	Dragon Tooth
IDS_PROPITEM_TXT_008655	
IDS_PROPITEM_TXT_008656	Weird Eye
IDS_PROPITEM_TXT_008657	
IDS_PROPITEM_TXT_008658	Behemoth
IDS_PROPITEM_TXT_008659	Er ist der König der Könige. Er hat unendlich Energie und verliert daher niemals einen Kampf.
IDS_PROPITEM_TXT_008660	Hell Lion
IDS_PROPITEM_TXT_008661	Der wohl stärkste Löwe der Hölle. Seine Zähne sind stärker als jeder Diamant.
IDS_PROPITEM_TXT_008662	Jackalope
IDS_PROPITEM_TXT_008663	Der legendäre Hase, welcher der schnellste auf der ganzen Welt ist. Nur wenige davon gibt es noch.
IDS_PROPITEM_TXT_008664	Bahamut
IDS_PROPITEM_TXT_008665	Der König der Drachen. In einigen Mythen ist er als Gott bezeichnet.
IDS_PROPITEM_TXT_008666	Nightmare
IDS_PROPITEM_TXT_008667	Zieht die Kutsche des Teufels in der Hölle. Du solltest nicht glauben, dass es ein normales Einhorn ist.
IDS_PROPITEM_TXT_008668	Reinecke
IDS_PROPITEM_TXT_008669	Reinecke ist sehr bekannt für seine Intelligenz und Silber Reinecke ist der Intelligenteste von allen.
IDS_PROPITEM_TXT_008670	Hippogriph
IDS_PROPITEM_TXT_008671	Es wurde geboren als Kreuzung zwischen einem Greif und einem Löwen. Seine Federn sind widerstandsfähiger als die Haut eines Drachen.
IDS_PROPITEM_TXT_008672	n/a
IDS_PROPITEM_TXT_008673	n/a
IDS_PROPITEM_TXT_008674	n/a
IDS_PROPITEM_TXT_008675	n/a
IDS_PROPITEM_TXT_008676	n/a
IDS_PROPITEM_TXT_008677	n/a
IDS_PROPITEM_TXT_008678	n/a
IDS_PROPITEM_TXT_008679	n/a
IDS_PROPITEM_TXT_008680	Love Love Heart
IDS_PROPITEM_TXT_008681	Eine Box die Milk Chocolate beinhaltet.
IDS_PROPITEM_TXT_008682	Love Love Box (2007)
IDS_PROPITEM_TXT_008683	Geniesse verschiedene Geschenke aus der Box!
IDS_PROPITEM_TXT_008684	Yukata 2008 (M)
IDS_PROPITEM_TXT_008685	Ein traditionelles Yukata für Männer (2008 Version)
IDS_PROPITEM_TXT_008686	Geta 2008 (M)
IDS_PROPITEM_TXT_008687	Traditionelle Geta für Männer (2008 Version)
IDS_PROPITEM_TXT_008688	Yukata 2008 Set (M)
IDS_PROPITEM_TXT_008689	Ein traditionelles Yukata Set für Männer (2008 Version)
IDS_PROPITEM_TXT_008690	Yukata 2008 (F)
IDS_PROPITEM_TXT_008691	Ein traditionelles Yukata für Frauen (2008 Version)
IDS_PROPITEM_TXT_008692	Geta 2008 (F)
IDS_PROPITEM_TXT_008693	Traditionelle Geta für Frauen (2008 Version)
IDS_PROPITEM_TXT_008694	Yukata 2008 Set (F)
IDS_PROPITEM_TXT_008695	Ein traditionelles Yukata Set für Frauen (2008 Version)
IDS_PROPITEM_TXT_008696	Blinkwing of Volcane
IDS_PROPITEM_TXT_008697	Ein Blinkwing, der es ermöglicht, sich direkt nach Volcane zu teleportieren.
IDS_PROPITEM_TXT_008698	Purple Bikini (F)
IDS_PROPITEM_TXT_008699	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008700	Purple Slipper (F)
IDS_PROPITEM_TXT_008701	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008702	Orange Bikini (F)
IDS_PROPITEM_TXT_008703	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008704	Brown Slipper (F)
IDS_PROPITEM_TXT_008705	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008706	Pink Swimwear (F)
IDS_PROPITEM_TXT_008707	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008708	Pink Flower Sandal (F)
IDS_PROPITEM_TXT_008709	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008710	Sky-Blue Swimwear (F)
IDS_PROPITEM_TXT_008711	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008712	Sky-Blue Flower Sandal (F)
IDS_PROPITEM_TXT_008713	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008714	Purple Swimwear (F)
IDS_PROPITEM_TXT_008715	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008716	Purple Flower Sandal (F)
IDS_PROPITEM_TXT_008717	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008718	Green Beach Wear (M)
IDS_PROPITEM_TXT_008719	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008720	Green Summer Sneaker (M)
IDS_PROPITEM_TXT_008721	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008722	Red Beach Wear (M)
IDS_PROPITEM_TXT_008723	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008724	Red Summer Sneaker (M)
IDS_PROPITEM_TXT_008725	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008726	Black Diving Suit (M)
IDS_PROPITEM_TXT_008727	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008728	Yellow Webfoot (M)
IDS_PROPITEM_TXT_008729	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008730	Red Swimwear (M)
IDS_PROPITEM_TXT_008731	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008732	Black Slipper (M)
IDS_PROPITEM_TXT_008733	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008734	Light-Green Swimwear (M)
IDS_PROPITEM_TXT_008735	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008736	Light-Green Slipper (M)
IDS_PROPITEM_TXT_008737	Sommerzeit! Lass uns zum Strand gehen und den Sommer genießen!
IDS_PROPITEM_TXT_008738	Purple Bikini Set (F)
IDS_PROPITEM_TXT_008739	Purpurnes Bikini und Slipper Set für Frauen.
IDS_PROPITEM_TXT_008740	Orange Bikini Set (F)
IDS_PROPITEM_TXT_008741	Orangenes Bikini und Slipper Set für Frauen.
IDS_PROPITEM_TXT_008742	Pink Swimwear Set (F)
IDS_PROPITEM_TXT_008743	Rosanes Set aus Badeanzug und Blümchensandalen für Frauen.
IDS_PROPITEM_TXT_008744	Sky-Blue Swimwear Set (F)
IDS_PROPITEM_TXT_008745	Himmelblaues Set aus Badeanzug und Blümchensandalen für Frauen.
IDS_PROPITEM_TXT_008746	Purple Swimwear Set (F)
IDS_PROPITEM_TXT_008747	Purpurnes Set aus Badeanzug und Blümchensandalen für Frauen.
IDS_PROPITEM_TXT_008748	Green Beach Wear Set (M)
IDS_PROPITEM_TXT_008749	Set mit grüner Strandbekleidung und Sandalen für Männer.
IDS_PROPITEM_TXT_008750	Red Beach Wear Set (M)
IDS_PROPITEM_TXT_008751	Set mit roter Strandbekleidung und Sandalen für Männer.
IDS_PROPITEM_TXT_008752	Black Diving Suit Set (M)
IDS_PROPITEM_TXT_008753	Schwarzes Taucheranzugset mit Flossen für Männer.
IDS_PROPITEM_TXT_008754	Red Swimwear Set (M)
IDS_PROPITEM_TXT_008755	Set mit roter Badehose und Slippern für Männer.
IDS_PROPITEM_TXT_008756	Light-Green Swimwear Set (M)
IDS_PROPITEM_TXT_008757	Set mit grünlicher Badehose und Slippern für Männer.
IDS_PROPITEM_TXT_008758	Pink Flying Cloud
IDS_PROPITEM_TXT_008759	Unbekannte fliegende Wolke, die wahnsinnig schnell fliegt.
IDS_PROPITEM_TXT_008760	Yellow Flying Cloud
IDS_PROPITEM_TXT_008761	Unbekannte fliegende Wolke, die wahnsinnig schnell fliegt.
IDS_PROPITEM_TXT_008762	Doggy (7 Tage)
IDS_PROPITEM_TXT_008763	Ein Hund der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008764	Doggy (30 Tage)
IDS_PROPITEM_TXT_008765	Ein Hund der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008766	Kitty (7 Tage)
IDS_PROPITEM_TXT_008767	Eine Katze die ihrem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008768	Kitty (30 Tage)
IDS_PROPITEM_TXT_008769	Eine Katze die ihrem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008770	Scroll of Item Drop (Low)
IDS_PROPITEM_TXT_008771	Mit dieser Scroll verdoppelt sich die Dropchance von Gegenständen (+100%). Es ist nicht möglich, diesen Gegenstand mit dem Party Skill Gift Box zu verwenden.
IDS_PROPITEM_TXT_008772	Scroll of Item Drop (High)
IDS_PROPITEM_TXT_008773	Mit dieser Scroll verdreifacht sich die Dropchance von Gegenständen (+200%). Es ist nicht möglich, diesen Gegenstand mit dem Party Skill Gift Box zu verwenden.
IDS_PROPITEM_TXT_008774	Bloody Flying Cloud
IDS_PROPITEM_TXT_008775	Eine seltene fliegende Wolke, die man mit ein wenig Glück vom Red Meteonyker erhalten kann.
IDS_PROPITEM_TXT_008776	Baby Frog
IDS_PROPITEM_TXT_008777	Süßer Frosch der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008778	Delicious Hamburger
IDS_PROPITEM_TXT_008779	Leckerer Hamburger der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008780	Baby Turtle
IDS_PROPITEM_TXT_008781	Intelligente Schildkröte die ihrem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008782	Hera Hoverbike S
IDS_PROPITEM_TXT_008783	
IDS_PROPITEM_TXT_008784	Syila Hoverbike S
IDS_PROPITEM_TXT_008785	
IDS_PROPITEM_TXT_008786	Tiger Board S
IDS_PROPITEM_TXT_008787	
IDS_PROPITEM_TXT_008788	Wood Horse S
IDS_PROPITEM_TXT_008789	
IDS_PROPITEM_TXT_008790	Riding Cloud S
IDS_PROPITEM_TXT_008791	
IDS_PROPITEM_TXT_008792	Hoverbike S (Einmal Verwendbar)
IDS_PROPITEM_TXT_008793	
IDS_PROPITEM_TXT_008794	Lawolf Sledge S (Einmal Verwendbar)
IDS_PROPITEM_TXT_008795	
IDS_PROPITEM_TXT_008796	Lawolf Sledge S
IDS_PROPITEM_TXT_008797	
IDS_PROPITEM_TXT_008798	Sworder Board S
IDS_PROPITEM_TXT_008799	
IDS_PROPITEM_TXT_008800	Dragon Stick S
IDS_PROPITEM_TXT_008801	
IDS_PROPITEM_TXT_008802	Snowboard S
IDS_PROPITEM_TXT_008803	
IDS_PROPITEM_TXT_008804	Magic Carpet S
IDS_PROPITEM_TXT_008805	
IDS_PROPITEM_TXT_008806	Lucky Box (Hera Hoverbike S)
IDS_PROPITEM_TXT_008807	Wenn du Glück hast, kannst du aus der Box ein Hera Hoverbike erhalten.
IDS_PROPITEM_TXT_008808	Lucky Box (Dragon Stick S)
IDS_PROPITEM_TXT_008809	Wenn du Glück hast, kannst du aus der Box einen Dragon Stick erhalten.
IDS_PROPITEM_TXT_008810	Lucky Box (Snowboard S)
IDS_PROPITEM_TXT_008811	Wenn du Glück hast, kannst du aus der Box ein Snowboard erhalten.
IDS_PROPITEM_TXT_008812	Lucky Box (Magic Carpet S)
IDS_PROPITEM_TXT_008813	Wenn du Glück hast, kannst du aus der Box einen fliegenden Teppich erhalten.
IDS_PROPITEM_TXT_008814	Gift Box for Medicine
IDS_PROPITEM_TXT_008815	Du erhältst per Zufall unterschiedliche Medizin.
IDS_PROPITEM_TXT_008816	Ugrading Gift Box
IDS_PROPITEM_TXT_008817	Du erhältst per Zufall verschiedene Items zum Upgraden deiner Waffen.
IDS_PROPITEM_TXT_008818	Power-up Duel Box
IDS_PROPITEM_TXT_008819	Du kannst verschiedene Gegenstände für deine Skills und die Monsterjagd erhalten.
IDS_PROPITEM_TXT_008820	Brave Chicken
IDS_PROPITEM_TXT_008821	Mutiges Hühnchen, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008822	Baby Cow
IDS_PROPITEM_TXT_008823	Eine süße Kuh, die ihrem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008824	Beagle
IDS_PROPITEM_TXT_008825	Ein treuer Spürhund, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008826	Baby Dragon
IDS_PROPITEM_TXT_008827	Ein kleiner Drache, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008828	Baby Hamster
IDS_PROPITEM_TXT_008829	Ein süßer Hamster, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008830	Pony
IDS_PROPITEM_TXT_008831	Ein Pony, das seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008832	Joker Monkey
IDS_PROPITEM_TXT_008833	Ein Zirkusaffe, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008834	Piggy
IDS_PROPITEM_TXT_008835	Ein Schwein, das seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008836	Baby Rabbit
IDS_PROPITEM_TXT_008837	Ein hübscher Hase, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008838	Baby Lamb
IDS_PROPITEM_TXT_008839	Ein kleines Lamm, das seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008840	Strong Tiger
IDS_PROPITEM_TXT_008841	Ein starker Tiger, der seinem Herrchen folgt und Gegenstände aufsammelt.
IDS_PROPITEM_TXT_008842	Odd Number Box
IDS_PROPITEM_TXT_008843	
IDS_PROPITEM_TXT_008844	Even Number Box
IDS_PROPITEM_TXT_008845	
IDS_PROPITEM_TXT_008846	Love Love Box (Europe)
IDS_PROPITEM_TXT_008847	Hunderte von Geschenken warten auf dich!
IDS_PROPITEM_TXT_008848	Scroll of Experience ES (S)
IDS_PROPITEM_TXT_008849	EXP x 1.5 (Bis zu 5 Stück auf einmal verwendbar.)
IDS_PROPITEM_TXT_008850	NESCAFE 3-in-1 Original Stick
IDS_PROPITEM_TXT_008851	
IDS_PROPITEM_TXT_008852	NESCAFE 3-in-1 Sweetn Creamy Stick
IDS_PROPITEM_TXT_008853	
IDS_PROPITEM_TXT_008854	NESCAFE 3-in-1 Intense Stick
IDS_PROPITEM_TXT_008855	
IDS_PROPITEM_TXT_008856	NESCAFE 3-in-1 Original Hoverboard
IDS_PROPITEM_TXT_008857	
IDS_PROPITEM_TXT_008858	NESCAFE 3-in-1 Sweetn Creamy Hoverboard
IDS_PROPITEM_TXT_008859	
IDS_PROPITEM_TXT_008860	NESCAFE 3-in-1 Intense Hoverboard
IDS_PROPITEM_TXT_008861	
IDS_PROPITEM_TXT_008862	NESCAFE Ultimate 3-in-1 Hoverbike
IDS_PROPITEM_TXT_008863	
IDS_PROPITEM_TXT_008864	Scroll of Experience ES (S)1
IDS_PROPITEM_TXT_008865	EXP x 1.5 (Bis zu 3 Stück auf einmal verwendbar.)
IDS_PROPITEM_TXT_008866	Scroll of Experience ES (S)2
IDS_PROPITEM_TXT_008867	EXP x 1.5 (Bis zu 3 Stück auf einmal verwendbar.)
IDS_PROPITEM_TXT_008868	Scroll Box
IDS_PROPITEM_TXT_008869	
IDS_PROPITEM_TXT_008870	Restat (STR)
IDS_PROPITEM_TXT_008871	Setzt die auf STR verteilten Punkte zurück.
IDS_PROPITEM_TXT_008872	Restat (DEX)
IDS_PROPITEM_TXT_008873	Setzt die auf DEX verteilten Punkte zurück.
IDS_PROPITEM_TXT_008874	Restat (STA)
IDS_PROPITEM_TXT_008875	Setzt die auf STA verteilten Punkte zurück.
IDS_PROPITEM_TXT_008876	Restat (INT)
IDS_PROPITEM_TXT_008877	Setzt die auf INT verteilten Punkte zurück.
IDS_PROPITEM_TXT_008878	Red Rainbow Piece
IDS_PROPITEM_TXT_008879	Schönes aber rätselhaftes, rotes Regenbogenstück.
IDS_PROPITEM_TXT_008880	Orange Rainbow Piece
IDS_PROPITEM_TXT_008881	Schönes aber rätselhaftes, orangenes Regenbogenstück.
IDS_PROPITEM_TXT_008882	Yellow Rainbow Piece
IDS_PROPITEM_TXT_008883	Schönes aber rätselhaftes, gelbes Regenbogenstück.
IDS_PROPITEM_TXT_008884	Green Rainbow Piece
IDS_PROPITEM_TXT_008885	Schönes aber rätselhaftes, grünes Regenbogenstück.
IDS_PROPITEM_TXT_008886	Blue Rainbow Piece
IDS_PROPITEM_TXT_008887	Schönes aber rätselhaftes, blaues Regenbogenstück.
IDS_PROPITEM_TXT_008888	Dark-blue Rainbow Piece
IDS_PROPITEM_TXT_008889	Schönes aber rätselhaftes, dunkelblaues Regenbogenstück.
IDS_PROPITEM_TXT_008890	Purple Rainbow Piece
IDS_PROPITEM_TXT_008891	Schönes aber rätselhaftes, lilanes Regenbogenstück.
IDS_PROPITEM_TXT_008892	Autumn Gift Box1
IDS_PROPITEM_TXT_008893	Enthält unterschiedliche Gegenstände und gibt dir die Chance auf einen Oricalkum oder Moonstone
IDS_PROPITEM_TXT_008894	Autumn Gift Box2
IDS_PROPITEM_TXT_008895	 Enthält unterschiedliche Gegenstände und gibt dir die Chance auf ein hochweriges Ausrüstungsteil.
IDS_PROPITEM_TXT_008896	Event Oricalkum
IDS_PROPITEM_TXT_008897	Seltener Stein, der dazu benötigt wird um eine Waffe bei normalen Upgrade von +1 bis +10 zu verwenden. (5 Oricalkum und 5 Moonstones ergeben 1 Shining Oricalkum)
IDS_PROPITEM_TXT_008898	Event Moonstone
IDS_PROPITEM_TXT_008899	Seltener Stein, der für das Sockeln von Rüstungen benötigt wird. (5 Oricalkum und 5 Moonstones ergeben 1 Shining Oricalkum)
